seq2
0.41494331
2.64290249
4.80333333
7.02716553
9.3547619
11.55709751
13.71519274
16.02566893
18.25160998
20.42712018
22.72131519
24.89569161
27.11873016
29.42866213
31.58469388
33.89403628
36.1407483
38.38446712
40.60596372
42.84984127
45.07115646
47.31435374
49.5378458
51.7822449
53.94340136
56.23986395
58.47145125
60.699161
62.93659864
65.15827664
67.40297052
69.62666667
