TIME,LABEL
120.150204082
120.359183673
121.018775510
121.234285714
121.880816327
122.115918367
122.768979592
122.984489796
123.644081633
123.859591837
124.506122449
124.741224490
125.407346939
125.616326531
126.262857143
126.497959184
127.144489796
127.373061224
128.026122449
128.248163265
128.901224490
129.116734694
129.776326531
130.651428571
130.873469388
131.523628118
131.755827664
132.400181406
133.276734694
133.503129252
134.159092971
134.368072562
135.029841270
135.250430839
135.906394558
136.132789116
136.782947846
137.003537415
137.653696145
137.868480726
138.541859410
138.750839002
139.406802721
139.633197279
140.277551020
140.515555556
141.154104308
141.380498866
142.042267574
142.257052154
142.805623583
143.136507937
143.246802721
143.682176871
144.001451247
144.123356009
144.558730159
144.889614512
145.008616780
145.429478458
145.760000000
145.874285714
146.315102041
146.638367347
146.746122449
147.180408163
147.516734694
147.631020408
148.058775510
148.382040816
148.489795918
148.937142857
149.266938776
149.381224490
149.812244898
150.142040816
150.253061224
150.690612245
151.010612245
151.124897959
