TIME,LABEL
9.585487528,New Point
10.033560091,6.4
10.476190476,7.1
10.926077098,7.2
11.366893424,7.3
11.814965986,7.4
12.255782313,8.1
12.703854875,8.2
13.150113379,8.3
13.592743764,8.4
14.039002268,9.1
14.485260771,9.2
14.933333333,9.3
15.377777778,9.4
