TIME,LABEL
0.103038549
0.473106576
0.561632653
0.703854875
0.799637188
0.837369615
0.931700680
1.021678005
1.261133787
1.388843537
1.480272109
1.771972789
1.848888889
1.937414966
2.306031746
2.311836735
2.397460317
2.536780045
2.628208617
2.856054422
3.217414966
3.314648526
3.453968254
3.552653061
3.691972789
3.768888889
4.223129252
4.599002268
4.688979592
5.060498866
5.147573696
5.289795918
5.430566893
5.526349206
5.603265306
6.063310658
6.430476190
6.442086168
6.520453515
6.890521542
6.981950113
7.357823129
7.433287982
7.800453515
7.897687075
8.037006803
8.187936508
8.256145125
8.350476190
8.414331066
8.497052154
8.571065760
8.717641723
8.800362812
8.899047619
8.951292517
9.045623583
9.097868481
9.196553288
9.269115646
9.354739229
9.422947846,New Point
9.511473923,New Point
9.640634921,New Point
9.724807256
9.794467120
9.869931973
9.968616780
10.017959184
10.106485261,New Point
10.189206349
10.250158730
10.338684807,New Point
10.557823129
10.644897959
10.784217687
10.878548753
10.939501134
11.016417234
11.100589569
11.149387755,New Point
11.559183673
11.921995465
12.019229025
12.077278912,New Point
12.168707483,New Point
12.389297052
12.479274376
12.755011338
12.860952381
12.929160998
13.000272109,New Point
13.229569161
13.303582766
13.389206349
13.631564626
13.686712018
13.846349206
13.945034014,New Point
14.220770975
14.309297052
14.688072562
14.764988662
15.139410431
15.226485261
15.367256236
15.497868481
15.595102041
15.682176871
15.934693878,New Point
16.053696145
16.142222222
16.275736961
16.372970522
16.425215420
16.512290249
16.597913832
16.650884354,New Point
16.969433107
17.060861678
17.191473923
17.312653061,New Point
17.519455782
17.562993197
17.660226757
17.886621315
17.978049887
18.118820862
18.218231293,New Point
18.353922902
18.430839002
18.478730159
18.890884354
19.260952381
19.346575964
19.493151927
19.810975057
19.948843537
20.104126984
20.183945578
20.268117914
20.657052154
20.726712018
21.095328798
21.183854875
21.551020408
21.562630385
21.643900227
22.021224490
22.098140590
22.466757370
22.556734694
22.696054422
22.793287982
22.852789116
22.926802721
23.018231293
23.060317460
23.160453515
23.222857143
23.459410431
23.559546485
23.610340136
23.754013605
23.846893424
23.931065760
24.015238095
24.073287982
24.174149660,New Point
24.302585034
24.383854875
24.453514739
24.494149660
24.539863946,New Point
24.629115646
24.682811791
24.759727891,New Point
24.848253968
24.915011338
24.987573696
25.090612245,New Point
25.216870748,New Point
25.303945578
25.447619048
25.543401361
25.601451247
25.688526077
25.762539683
25.811156463,New Point
26.219682540
26.591201814
26.682630385
26.820498866
27.056326531,New Point
27.136870748
27.376326531
27.434376417
27.508390023
27.594013605
27.668027211,New Point
27.892970522
27.966984127
28.054058957
28.301496599,New Point
28.351564626
28.515555556
28.597551020,New Point
28.675918367,New Point
28.882721088
28.962539683
29.352925170
29.428390023
29.801360544
29.812970522
29.889886621
30.030657596
30.139501134
30.158367347
30.258503401
30.342675737
30.587936508
30.718548753
30.801269841
30.942040816
31.037823129
31.088616780
31.136507937
31.174240363
31.262766440
31.314285714,New Point
31.414421769,New Point
31.514557823,New Point
31.634285714
31.718458050
31.859229025
31.958639456,New Point
32.178503401
32.224943311
32.326530612,New Point
32.422312925,New Point
32.550022676
32.635646259
32.776417234
32.883809524,New Point
33.014421769
33.092789116
33.140680272
33.552834467
33.925804989
34.014331066
34.149297052
34.390204082,New Point
34.468571429
34.613696145
34.702222222
34.764625850
34.853151927
34.924263039
35.073741497,New Point
35.298684807
35.375600907
35.757278912
35.845804989
36.214421769
36.305850340
36.686077098
36.757188209
37.125804989
37.182403628
37.224489796
37.358004535
37.459591837
37.516190476
37.584399093
37.678730159
37.723718821
37.890612245
38.050249433
38.122811791
38.218594104
38.386938776,New Point
38.427573696
38.507392290
38.594467120
38.676462585,New Point
38.750476190,New Point
38.852789116,New Point
38.963083900
39.050158730
39.112562358
39.190929705
39.288163265
39.343310658
39.410068027
39.510204082
39.653877551
39.760544218,New Point
39.868662132
39.964444444
40.112471655
40.260498866
40.351927438
40.427392290
40.475283447
40.875827664
41.256054422
41.341678005
41.479546485
41.715374150,New Point
41.797369615
42.041179138
42.094875283
42.186303855
42.260317460
42.329251701,New Point
42.562176871,New Point
42.628934240
42.717460317
42.954013605
43.013514739
43.093333333
43.174603175
43.263129252,New Point
43.315374150
43.435102041,New Point
43.549024943
43.633197279
44.016326531
44.090340136
44.461859410
44.544580499
44.689705215
44.792743764
44.824671202
44.921904762
45.008979592
45.248435374
45.381950113
45.469024943
45.605442177
45.701224490
45.754920635
45.839092971
45.923265306
45.975510204,New Point
46.069115646,New Point
46.180136054,New Point
46.288979592
46.386213152
46.508117914
46.625668934
46.759183673,New Point
46.843356009
46.985578231
47.083537415,New Point
47.206167800
47.291791383
47.439818594
47.542857143
47.679274376
47.756190476
47.809886621
48.207528345
48.583401361,New Point
48.673378685
48.822857143,New Point
49.121814059
49.269841270
49.368526077
49.425124717
49.506394558
49.586213152
49.656598639,New Point
49.970068027,New Point
50.046258503
50.191383220
50.287165533
50.422131519
50.509206349
50.642721088
50.876371882
50.963446712
51.345124717
51.424943311
51.796462585
51.883537415
52.024308390
52.118639456
52.176689342
52.249251701
52.342131519
52.379863946
52.480000000
52.555464853
52.786213152
52.880544218
52.941496599
53.045986395
53.082267574
53.170793651
53.259319728
53.342040816
53.407346939,New Point
53.491519274
