TIME,LABEL
0.748843537
1.010068027
1.123265306
1.432380952
2.133333333
2.411972789
2.529523810
2.816870748
3.509115646
3.761632653
3.870476190
4.188299320
4.906666667
5.141768707
5.272380952
5.572789116
6.256326531
6.513197279
6.690612245
6.944217687
7.634285714
7.908571429
8.032653061
8.313469388
9.008979592
9.263673469
9.391020408
9.609795918
9.697959184
10.390204082
10.654693878
10.782040816
11.069387755
11.771428571
12.013061224
12.130612245
12.444081633
13.136326531
13.391020408
13.515102041
13.825306122
14.514285714
14.772244898
14.909387755
15.206530612
15.892244898
16.160000000
16.284081633
16.591020408
17.263673469
17.518367347
17.635918367
17.871020408
17.952653061
18.651428571
18.909387755
19.020408163
19.337142857
20.026122449
20.277551020
20.437551020
20.705306122
21.394285714
21.671836735
21.792653061
22.089795918
22.782040816
23.030204082
23.144489796
23.457959184
24.143673469
24.404897959
24.532244898
24.835918367
25.521632653
25.782857143
25.916734694
26.213877551
26.902857143
27.183673469
27.294693878
27.591836735
28.277551020
28.532244898
28.656326531
28.875102041
28.963265306
29.652244898
29.923265306
30.040816327
30.344489796
31.030204082
31.291428571
31.431836735
31.722448980
32.404897959
32.679183673
32.796734694
33.103673469
33.789387755
34.044081633
34.151836735
34.471836735
35.157551020
35.418775510
35.546122449
35.849795918
36.532244898
36.803265306
36.960000000
37.227755102
37.916734694
38.177959184
38.308571429
38.599183673
39.297959184
39.546122449
39.663673469
39.879183673
39.970612245
40.662857143
40.920816327
41.041632653
41.355102041
